答案1：  51
答案6408：  528/7
答案6409：  -1435/2976
答案6410：  4
答案6411：  -74
答案6412：  -212/1763
答案6413：  3149/97
答案6414：  1159/814
答案6415：  2/9
答案6416：  12/7
答案6417：  -1768/33
答案6418：  105/31
答案6419：  28/5
答案6420：  50
答案6421：  152/13
答案6422：  45
答案6423：  528/17
答案6424：  1
答案6425：  2772
答案6426：  591/94
答案6427：  -1337/29
答案6428：  3387/76
答案6429：  63
答案6430：  6/25
答案6431：  25/7
答案6432：  27/4
答案6433：  134/35
答案6434：  6
答案6435：  550
答案6436：  5878/3381
答案6437：  -1213/80
答案6438：  2
答案6439：  -2417/29
答案6440：  2186/25
答案6441：  4041/43
答案6442：  2781/38
答案6443：  80
答案6444：  -114/79
答案6445：  4
答案6446：  2761/37
答案6447：  1006/19
答案6448：  1/101
答案6449：  18
答案6450：  1
答案6451：  5
答案6452：  13/64
答案6453：  2
答案6454：  -325/4
答案6455：  14
答案6456：  2/47
答案6457：  182/53
答案6458：  143
答案6459：  -171/404
答案6460：  81/952
答案6461：  5002
答案6462：  1716/73
答案6463：  133/594
答案6464：  6231/85
答案6465：  6935
答案6466：  5925/7462
答案6467：  104/7
答案6468：  -2749/33
答案6469：  9/2
答案6470：  8713/96
答案6471：  152
答案6472：  6/5
答案6473：  52
答案6474：  2
答案6475：  -3746/55
答案6476：  53
答案6477：  2/33
答案6478：  98/297
答案6479：  1155/3634
答案6480：  395/8
答案6481：  69
答案6482：  5/3
答案6483：  -1962/97
答案6484：  3371/91
答案6485：  568/561
答案6486：  12
答案6487：  904/55
答案6488：  527/396
答案6489：  6068
答案6490：  99
答案6491：  4167/5858
答案6492：  705
答案6493：  5417/6142
答案6494：  5/31
答案6495：  402/3131
答案6496：  1792/3953
答案6497：  2057/38
答案6498：  8150/97
答案6499：  13/32
答案6500：  1
答案6501：  8064
答案6502：  1129/15
答案6503：  52
答案6504：  32
答案6505：  4301/50
答案6506：  9
答案6507：  18
答案6508：  4769/49
答案6509：  1200/23
答案6510：  473/1288
答案6511：  -1112/4653
答案6512：  2/95
答案6513：  15
答案6514：  272/83
答案6515：  -541/4346
答案6516：  1
答案6517：  245/338
答案6518：  75
答案6519：  207/1961
答案6520：  207/37
答案6521：  833/26
答案6522：  388/299
答案6523：  6
答案6524：  164/231
答案6525：  17/12
答案6526：  303/380
答案6527：  14/11
答案6528：  -2066/2277
答案6529：  5739/76
答案6530：  -905/4582
答案6531：  4282/89
答案6532：  6
答案6533：  617/20
答案6534：  16/3
答案6535：  196
答案6536：  -1640/17
答案6537：  143/29
答案6538：  3509/89
答案6539：  2393/37
答案6540：  2000/2121
答案6541：  133
答案6542：  3629/98
答案6543：  4321/78
答案6544：  355/24
答案6545：  4800/97
答案6546：  792/29
答案6547：  -5757/94
答案6548：  485/13
答案6549：  27/13
答案6550：  1643/22
答案6551：  461/328
答案6552：  2993/7470
答案6553：  14
答案6554：  2300/3589
答案6555：  7/8
答案6556：  -681/1313
答案6557：  7440
答案6558：  1628/69
答案6559：  20
答案6560：  235/42
答案6561：  1949/47
答案6562：  1/91
答案6563：  7315/97
答案6564：  360/11
答案6565：  1831/45
答案6566：  86
答案6567：  64/231
答案6568：  5256/65
答案6569：  12545/6603
答案6570：  3
答案6571：  1/98
答案6572：  -451/45
答案6573：  63/5
答案6574：  2102/1577
答案6575：  7/6
答案6576：  1423/9292
答案6577：  44
答案6578：  217/2596
答案6579：  9/92
答案6580：  1550/33
答案6581：  65/11
答案6582：  7421/78
答案6583：  2109/49
答案6584：  5
答案6585：  1961/7878
答案6586：  17/79
答案6587：  481/1215
答案6588：  7069/93
答案6589：  2912
答案6590：  2303/29
答案6591：  241/19
答案6592：  17/2
答案6593：  497
答案6594：  83/202
答案6595：  47
答案6596：  -1547/3082
答案6597：  25/7
答案6598：  52/95
答案6599：  16974/9595
答案6600：  6224/85
答案6601：  10/11
答案6602：  6305/82
答案6603：  100/11
答案6604：  1306/15
答案6605：  6633
答案6606：  107/8
答案6607：  782/1007
答案6608：  8243/4704
答案6609：  31/97
答案6610：  38/21
答案6611：  3/20
答案6612：  5841
答案6613：  10/37
答案6614：  3160/49
答案6615：  -5251/8536
答案6616：  875/627
答案6617：  7/48
答案6618：  231/1577
答案6619：  4413/88
答案6620：  366/49
答案6621：  5415/9118
答案6622：  2/83
答案6623：  82
答案6624：  823/11
答案6625：  146
答案6626：  -4555/101
答案6627：  -67/504
答案6628：  2001/73
答案6629：  -65
答案6630：  4163/47
答案6631：  2324/47
答案6632：  9/2
答案6633：  -4411/95
答案6634：  708/475
答案6635：  1508
答案6636：  112/9595
答案6637：  68/43
答案6638：  -2351/50
答案6639：  93
答案6640：  5354/3131
答案6641：  7/2
答案6642：  489/5
答案6643：  2449/50
答案6644：  -283/25
答案6645：  97
答案6646：  1877/1092
答案6647：  1482/61
答案6648：  177/92
答案6649：  3403/51
答案6650：  38
答案6651：  -1201/48
答案6652：  -76/69
答案6653：  323/920
答案6654：  -2/33
答案6655：  2350/43
答案6656：  49
答案6657：  4293/61
答案6658：  738/55
答案6659：  78/23
答案6660：  175/247
答案6661：  -31
答案6662：  3
答案6663：  5127/95
答案6664：  1/16
答案6665：  67/99
答案6666：  4388/71
答案6667：  2629/47
答案6668：  3922
答案6669：  322/495
答案6670：  256/483
答案6671：  47/2
答案6672：  -3763/96
答案6673：  -7771/98
答案6674：  4092/47
答案6675：  3277/92
答案6676：  21/11
答案6677：  86
答案6678：  827/9114
答案6679：  7396/87
答案6680：  128/9
答案6681：  5734
答案6682：  60
答案6683：  21
答案6684：  2
答案6685：  -989/9191
答案6686：  1274/27
答案6687：  3487/38
答案6688：  1846/25
答案6689：  4808/63
答案6690：  313/760
答案6691：  7/50
答案6692：  825/16
答案6693：  5243/99
答案6694：  49/4
答案6695：  303/700
答案6696：  -113/810
答案6697：  9021/100
答案6698：  151
答案6699：  2/5
答案6700：  352/17
答案6701：  1/49
答案6702：  16/95
答案6703：  4/33
答案6704：  4367/80
答案6705：  320/7533
答案6706：  677/10
答案6707：  -655/2232
答案6708：  165
答案6709：  5389/54
答案6710：  9629/99
答案6711：  0
答案6712：  490/99
答案6713：  830/91
答案6714：  14/95
答案6715：  -927/91
答案6716：  3241/43
答案6717：  1
答案6718：  6528
答案6719：  11/6
答案6720：  324/377
答案6721：  79/82
答案6722：  -403/1633
答案6723：  2
答案6724：  179/630
答案6725：  544/95
答案6726：  7821/10201
答案6727：  61/5767
答案6728：  -41
答案6729：  805/22
答案6730：  7826
答案6731：  4078/57
答案6732：  40
答案6733：  765/3007
答案6734：  4148/2905
答案6735：  935/48
答案6736：  3816/2821
答案6737：  2300
答案6738：  41
答案6739：  35/123
答案6740：  1789/1392
答案6741：  -224/1739
答案6742：  -49
答案6743：  3
答案6744：  47/198
答案6745：  32/91
答案6746：  1/10
答案6747：  63
答案6748：  5472/89
答案6749：  4213/49
答案6750：  10
答案6751：  342/473
答案6752：  9
答案6753：  603
答案6754：  1288
答案6755：  50/203
答案6756：  2214/89
答案6757：  3200
答案6758：  3
答案6759：  8/17
答案6760：  261/31
答案6761：  120
答案6762：  20/7
答案6763：  79/303
答案6764：  895/82
答案6765：  2232/49
答案6766：  1
答案6767：  57/7
答案6768：  513/62
答案6769：  929/858
答案6770：  348/17
答案6771：  9
答案6772：  1567/76
答案6773：  134
答案6774：  -86
答案6775：  99/4
答案6776：  1/99
答案6777：  72/7
答案6778：  2456/27
答案6779：  -21
答案6780：  2727/68
答案6781：  20/3
答案6782：  5264/99
答案6783：  5
答案6784：  130
答案6785：  2795/48
答案6786：  164
答案6787：  5867/97
答案6788：  26
答案6789：  -2059/62
答案6790：  6745/101
答案6791：  73
答案6792：  423/1817
答案6793：  -1214/101
答案6794：  2728/83
答案6795：  1587/5929
答案6796：  1394/49
答案6797：  2475/4949
答案6798：  43/855
答案6799：  2/7
答案6800：  356/5
答案6801：  2/5
答案6802：  451/8
答案6803：  23
答案6804：  1471/16
答案6805：  1
答案6806：  1229/14
答案6807：  1
答案6808：  1
答案6809：  -2460/29
答案6810：  13/33
答案6811：  351/35
答案6812：  135/2
答案6813：  2/11
答案6814：  2490
答案6815：  56
答案6816：  784/89
答案6817：  6479/83
答案6818：  5393/5229
答案6819：  -4877/92
答案6820：  44/5
答案6821：  1856/37
答案6822：  3133/84
答案6823：  22/585
答案6824：  395
答案6825：  -79
答案6826：  884
答案6827：  3/44
答案6828：  3358/89
答案6829：  323/1218
答案6830：  3200
答案6831：  -73/8787
答案6832：  1063/714
答案6833：  19/53
答案6834：  492/611
答案6835：  6435
答案6836：  889/608
答案6837：  1129/25
答案6838：  382/215
答案6839：  -5751/82
答案6840：  1533/3344
答案6841：  6035
答案6842：  24/13
答案6843：  1075/24
答案6844：  11/20
答案6845：  41/51
答案6846：  62/101
答案6847：  6
答案6848：  -86
答案6849：  1385/3504
答案6850：  4139/58
答案6851：  169/87
答案6852：  399/31
答案6853：  8/13
答案6854：  -947/94
答案6855：  148
答案6856：  459/8
答案6857：  1/65
答案6858：  1
答案6859：  6
答案6860：  496/3201
答案6861：  -4856/101
答案6862：  1
答案6863：  112/5
答案6864：  3/19
答案6865：  -233/2475
答案6866：  80
答案6867：  15/11
答案6868：  72
答案6869：  320
答案6870：  98/3
答案6871：  88
答案6872：  19/36
答案6873：  51/5
答案6874：  -110/651
答案6875：  75/23
答案6876：  6678/71
答案6877：  108/7
答案6878：  845/21
答案6879：  57/4
答案6880：  18
答案6881：  3
答案6882：  2
答案6883：  37/19
答案6884：  73
答案6885：  8461/4450
答案6886：  -3401/100
答案6887：  332/17
答案6888：  3
答案6889：  62/15
答案6890：  -223/4
答案6891：  3
答案6892：  265/224
答案6893：  86
答案6894：  89/37
答案6895：  17/9
答案6896：  4857/65
答案6897：  531/58
答案6898：  3403/4257
答案6899：  1100/87
答案6900：  1135/84
答案6901：  5/11
答案6902：  23/42
答案6903：  1958
答案6904：  1/23
答案6905：  8432/95
答案6906：  5
答案6907：  4/25
答案6908：  4863/97
答案6909：  15/67
答案6910：  2/7
答案6911：  47
答案6912：  4
答案6913：  1036/2133
答案6914：  453/13
答案6915：  11253/7372
答案6916：  2
答案6917：  58/75
答案6918：  14/13
答案6919：  457/550
答案6920：  7
答案6921：  37/12
答案6922：  121
答案6923：  8360/89
答案6924：  603/37
答案6925：  1/95
答案6926：  3922/67
答案6927：  24
答案6928：  -42/71
答案6929：  -65
答案6930：  35
答案6931：  547/6
答案6932：  5409/98
答案6933：  105
答案6934：  330/7
答案6935：  1/100
答案6936：  9/13
答案6937：  4
答案6938：  11358/9215
答案6939：  4596/47
答案6940：  3199/64
答案6941：  1964/1105
答案6942：  1
答案6943：  3
答案6944：  104/855
答案6945：  -4
答案6946：  119
答案6947：  751/27
答案6948：  46/3
答案6949：  14/15
答案6950：  -109/3948
答案6951：  7656/95
答案6952：  1308/61
答案6953：  -2625/37
答案6954：  2375/32
答案6955：  73/3
答案6956：  -409/45
答案6957：  23/18
答案6958：  5327/81
答案6959：  1443/19
答案6960：  2/9409
答案6961：  2/25
答案6962：  1612/21
答案6963：  83/75
答案6964：  -54
答案6965：  45/16
答案6966：  669/1711
答案6967：  504/1139
答案6968：  3400/67
答案6969：  105
答案6970：  646/777
答案6971：  2
答案6972：  96
答案6973：  1311/16
答案6974：  1427/3030
答案6975：  73/20
答案6976：  1
答案6977：  5/11
答案6978：  4
答案6979：  12/47
答案6980：  1
答案6981：  3/47
答案6982：  2593/32
答案6983：  9/25
答案6984：  82
答案6985：  -6768/101
答案6986：  37/11
答案6987：  413/12
答案6988：  108
答案6989：  350/13
答案6990：  2
答案6991：  99/40
答案6992：  5937/97
答案6993：  8749/90
答案6994：  389/2115
答案6995：  1/15
答案6996：  6
答案6997：  -1
答案6998：  5586
答案6999：  689/64
答案7000：  -45/506
答案7001：  63
答案7002：  1
答案7003：  1
答案7004：  -4195/93
答案7005：  3934/45
答案7006：  7469/83
答案7007：  64/5
答案7008：  892/23
答案7009：  1549/2610
答案7010：  254/17
答案7011：  1855/72
答案7012：  3149/3504
答案7013：  53/132
答案7014：  13
答案7015：  1421/25
答案7016：  -2222/2451
答案7017：  14
答案7018：  2
答案7019：  -1213/42
答案7020：  1
答案7021：  -3
答案7022：  47/13
答案7023：  -1762/5265
答案7024：  1001/86
答案7025：  260/61
答案7026：  1322/49
答案7027：  1517
答案7028：  697/31
答案7029：  5
答案7030：  5467
答案7031：  7
答案7032：  32/3
