题目1：  29 + 85
题目6407：  49 ÷ 49
题目6408：  24/31 + 36
题目6409：  74/79 + 95/96
题目6410：  11/12 × 54
题目6411：  5/77 - 21
题目6412：  58 ÷ 2/15
题目6413：  20 ÷ 5/12
题目6414：  2/7 × 92/95
题目6415：  63 ÷ 3/13
题目6416：  52 - 46/47
题目6417：  13/15 × 78
题目6418：  17/23 × 6/7
题目6419：  4/7 - 56/99
题目6420：  54 - 48
题目6421：  47/67 + 94
题目6422：  18 ÷ 9
题目6423：  39/61 - 28/101
题目6424：  69/95 × 38/47
题目6425：  19 - 46
题目6426：  29/64 - 1/2
题目6427：  7/8 × 32
题目6428：  50 × 95
题目6429：  28/71 + 43/46
题目6430：  90 ÷ 9
题目6431：  97 - 66
题目6432：  1/48 - 71/100
题目6433：  6/17 - 87/98
题目6434：  27 + 77
题目6435：  98/99 + 66
题目6436：  10/27 - 18
题目6437：  98 ÷ 98
题目6438：  79/100 - 7/8
题目6439：  60 ÷ 15
题目6440：  76 + 77
题目6441：  53/78 - 11
题目6442：  89/90 + 43
题目6443：  2/3 - 83/88
题目6444：  31 - 59/60
题目6445：  13 + 78
题目6446：  49/59 + 40/47
题目6447：  41/101 + 73/96
题目6448：  17 × 83
题目6449：  93/97 + 94
题目6450：  26 ÷ 1/9
题目6451：  82/95 × 88
题目6452：  4/5 + 48
题目6453：  3/31 - 31/90
题目6454：  73 - 25/49
题目6455：  42/47 × 90/91
题目6456：  72/95 - 35
题目6457：  100/101 + 4
题目6458：  44 - 53
题目6459：  92 ÷ 23/40
题目6460：  25/34 - 100/101
题目6461：  11/17 + 56
题目6462：  9 ÷ 1/11
题目6463：  37 - 10/19
题目6464：  27 ÷ 9/49
题目6465：  72 ÷ 6/77
题目6466：  1/8 × 65
题目6467：  51 ÷ 17
题目6468：  11/13 + 99/100
题目6469：  40/89 + 37/50
题目6470：  1/4 + 28
题目6471：  76 - 27
题目6472：  19/28 × 89
题目6473：  11 ÷ 1/13
题目6474：  62/97 + 51
题目6475：  94 - 49
题目6476：  23/25 + 61
题目6477：  81 - 15/83
题目6478：  80/99 + 18
题目6479：  42 + 49
题目6480：  53 - 78
题目6481：  8/21 + 90
题目6482：  47/48 × 52
题目6483：  70/81 + 63
题目6484：  20 - 4/27
题目6485：  29 - 13
题目6486：  84 ÷ 3/5
题目6487：  24 ÷ 1/5
题目6488：  73/99 - 42
题目6489：  52 + 84
题目6490：  70 - 43/44
题目6491：  86/99 × 57
题目6492：  11/45 × 68
题目6493：  53 + 81
题目6494：  50 ÷ 25/77
题目6495：  49 ÷ 1/5
题目6496：  72 ÷ 24/29
题目6497：  96 - 79/97
题目6498：  17 - 95
题目6499：  5/9 × 53
题目6500：  9/19 - 13/23
题目6501：  58 - 15/19
题目6502：  86 - 21/23
题目6503：  21/40 × 61/75
题目6504：  36 × 41
题目6505：  59 - 19/29
题目6506：  16 ÷ 8/11
题目6507：  71/97 × 99
题目6508：  28/51 + 2/3
题目6509：  57/68 × 77/81
题目6510：  20 × 84
题目6511：  14/31 + 81/89
题目6512：  63/94 + 26
题目6513：  13/49 × 67
题目6514：  42/59 + 61
题目6515：  53 ÷ 1/6
题目6516：  33/85 + 17/19
题目6517：  43/50 - 28/71
题目6518：  92 ÷ 92
题目6519：  1/16 + 55/101
题目6520：  3/34 + 37
题目6521：  19/77 + 17/19
题目6522：  29 × 95
题目6523：  5/14 - 8/11
题目6524：  47 - 34
题目6525：  40/41 × 48
题目6526：  25 + 72
题目6527：  1/43 + 68/75
题目6528：  62 ÷ 1/18
题目6529：  65 ÷ 13/98
题目6530：  97/99 + 25
题目6531：  3/26 - 87/88
题目6532：  28/71 × 17/30
题目6533：  52 × 54
题目6534：  29/76 + 43/81
题目6535：  42 ÷ 21
题目6536：  4/93 + 23/25
题目6537：  8 + 18
题目6538：  2 × 63
题目6539：  27 × 82
题目6540：  95/101 × 2
题目6541：  55 - 35/76
题目6542：  57 - 14
题目6543：  8/47 + 100
题目6544：  71/83 + 92/95
题目6545：  1/14 × 37/95
题目6546：  62/85 × 89
题目6547：  31 ÷ 31/47
题目6548：  81 ÷ 9/20
题目6549：  87 × 95
题目6550：  13/19 + 36/37
题目6551：  78 + 84
题目6552：  58 × 89
题目6553：  28 × 98
题目6554：  71 - 23/95
题目6555：  26 + 67
题目6556：  59 - 22
题目6557：  13/51 + 62
题目6558：  24 ÷ 4
题目6559：  52 ÷ 2/7
题目6560：  65 ÷ 1/10
题目6561：  48 ÷ 48/55
题目6562：  58/61 - 46
题目6563：  87/97 + 83
题目6564：  13/76 + 86/91
题目6565：  56 + 83
题目6566：  21 ÷ 1
题目6567：  53 + 59
题目6568：  98 ÷ 7/10
题目6569：  18/31 - 1/13
题目6570：  49/50 - 47/49
题目6571：  28/45 × 22
题目6572：  36 ÷ 9
题目6573：  23/44 - 71/81
题目6574：  89/100 × 83
题目6575：  83/90 - 7/46
题目6576：  1/5 × 80/87
题目6577：  57 ÷ 19
题目6578：  9/22 + 81
题目6579：  5/88 × 52/67
题目6580：  8/31 × 89/100
题目6581：  5/44 - 8/9
题目6582：  22/53 - 66
题目6583：  95 - 59
题目6584：  22 - 3/4
题目6585：  65/84 × 4
题目6586：  11 × 96
题目6587：  73/90 × 91/101
题目6588：  16/37 - 88/95
题目6589：  5/33 - 49
题目6590：  87/101 + 47
题目6591：  85/91 + 75
题目6592：  14 ÷ 14/27
题目6593：  1/28 × 59/72
题目6594：  45 ÷ 15/58
题目6595：  96 ÷ 1/4
题目6596：  63 - 27/32
题目6597：  9/25 + 100
题目6598：  25 - 83
题目6599：  61/83 + 93
题目6600：  30 ÷ 1/2
题目6601：  8/13 - 43
题目6602：  72 ÷ 6/97
题目6603：  7 + 83
题目6604：  36/95 × 24
题目6605：  51 ÷ 17/37
题目6606：  2 × 37
题目6607：  48/67 × 39
题目6608：  13 ÷ 1/48
题目6609：  76 - 14
题目6610：  33/49 × 88/101
题目6611：  1/30 + 28/31
题目6612：  54 × 87
题目6613：  4 × 25
题目6614：  61 + 66
题目6615：  6 × 36
题目6616：  74 × 82
题目6617：  31/95 × 74
题目6618：  42 - 73/100
题目6619：  81/97 + 96
题目6620：  49/64 - 24
题目6621：  22/79 × 57/97
题目6622：  86/87 + 9
题目6623：  82/85 × 85
题目6624：  80 ÷ 2/97
题目6625：  35/81 × 70
题目6626：  2/25 + 25/26
题目6627：  75/98 + 78/85
题目6628：  2/93 × 100
题目6629：  46/79 + 38
题目6630：  81 ÷ 1/11
题目6631：  6/7 - 19/83
题目6632：  37 + 73
题目6633：  5/7 - 8/9
题目6634：  58 ÷ 1/11
题目6635：  23/74 + 7/10
题目6636：  8/15 + 99/101
题目6637：  15 - 59/68
题目6638：  73/83 × 5
题目6639：  32 - 50
题目6640：  10 ÷ 2/5
题目6641：  3/14 × 45
题目6642：  6/7 × 15
题目6643：  94/97 × 21
题目6644：  11 - 17/22
题目6645：  39 - 93
题目6646：  6 - 18/19
题目6647：  58 - 86
题目6648：  61 - 79
题目6649：  81 ÷ 9/47
题目6650：  14 × 53
题目6651：  26/85 × 55
题目6652：  40 + 41
题目6653：  78 - 87
题目6654：  2/21 × 47
题目6655：  24/47 - 53
题目6656：  7/10 × 3
题目6657：  40 × 81
题目6658：  29 + 32
题目6659：  72 ÷ 8/17
题目6660：  11/24 × 89/99
题目6661：  52/55 - 34
题目6662：  15/16 - 4
题目6663：  45/83 - 96
题目6664：  16 × 85
题目6665：  16/31 + 63/85
题目6666：  5/94 + 50/57
题目6667：  83/96 × 34
题目6668：  11/19 + 72
题目6669：  2/5 × 93
题目6670：  81/92 + 44
题目6671：  85 ÷ 5/34
题目6672：  74/85 + 97/100
题目6673：  93/97 + 71
题目6674：  40 ÷ 5/16
题目6675：  17 + 60
题目6676：  43 ÷ 1/9
题目6677：  84 ÷ 14/15
题目6678：  55/59 + 85
题目6679：  50 ÷ 2
题目6680：  10/11 - 17/20
题目6681：  73 + 79
题目6682：  8 × 33
题目6683：  61/86 × 76
题目6684：  29/37 + 99
题目6685：  9/17 × 13
题目6686：  71/86 + 30
题目6687：  25/83 - 51
题目6688：  1/4 + 93
题目6689：  90 ÷ 18/77
题目6690：  27 + 54
题目6691：  38/91 × 79
题目6692：  58 × 91
题目6693：  8 + 69
题目6694：  87 - 17/20
题目6695：  26 + 59
题目6696：  5/22 × 77
题目6697：  44 ÷ 1/4
题目6698：  10/19 + 22
题目6699：  26 + 30
题目6700：  41/93 × 77
题目6701：  79/99 - 59
题目6702：  43/46 + 47/49
题目6703：  40 + 83
题目6704：  53/65 - 73/74
题目6705：  1/53 × 73/79
题目6706：  86 × 94
题目6707：  25/27 - 7/9
题目6708：  22/47 + 66
题目6709：  8 - 17/86
题目6710：  87 - 32
题目6711：  40 - 1/2
题目6712：  67 - 1
题目6713：  18 - 28/71
题目6714：  6/11 - 98
题目6715：  55/87 × 8
题目6716：  83/100 - 77
题目6717：  17/26 - 98/101
题目6718：  17/84 + 16
题目6719：  99/101 + 60
题目6720：  11 - 6
题目6721：  18 ÷ 9/28
题目6722：  77 × 97
题目6723：  14/67 + 99
题目6724：  23/64 - 21
题目6725：  52 ÷ 1/10
题目6726：  22/27 + 100/101
题目6727：  78/97 × 92
题目6728：  9/11 + 26
题目6729：  62/73 - 45/47
题目6730：  82/99 + 41
题目6731：  67/99 + 15
题目6732：  10 + 78
题目6733：  9/52 + 44/57
题目6734：  39/47 × 94/99
题目6735：  8 - 31
题目6736：  62/73 ÷ 62/73
题目6737：  69/71 - 43/74
题目6738：  1/22 - 31/37
题目6739：  19/20 ÷ 19/20
题目6740：  8 - 80
题目6741：  19 × 53
题目6742：  9/77 + 63
题目6743：  30 + 95
题目6744：  5/9 × 34/41
题目6745：  29/44 + 2/3
题目6746：  16 ÷ 1/58
题目6747：  14/23 + 80/97
题目6748：  49/50 + 25
题目6749：  32/59 + 61/71
题目6750：  77 ÷ 11/15
题目6751：  39 ÷ 13/97
题目6752：  78/83 - 95/96
题目6753：  51 - 61/72
题目6754：  45/71 × 36/49
题目6755：  99 ÷ 1/54
题目6756：  83 - 28/75
题目6757：  3 - 1/19
题目6758：  7/33 + 91/95
题目6759：  20 ÷ 4/5
题目6760：  91/93 - 92
题目6761：  44/53 × 28
题目6762：  67/91 × 74
题目6763：  24 + 87
题目6764：  68/71 + 46
题目6765：  99/100 - 60/79
题目6766：  10 ÷ 5/16
题目6767：  9/11 × 40/43
题目6768：  49/78 × 77
题目6769：  29/64 + 76
题目6770：  76/77 + 57
题目6771：  88 ÷ 8/11
题目6772：  74/91 + 48
题目6773：  19/21 + 3
题目6774：  49 + 59
题目6775：  26 ÷ 13/14
题目6776：  31 ÷ 1/12
题目6777：  69 ÷ 23/24
题目6778：  37/62 × 29/31
题目6779：  41/100 + 43
题目6780：  42/43 + 75
题目6781：  43 + 98
题目6782：  43 ÷ 43/49
题目6783：  25/46 - 55/57
题目6784：  6/29 + 44/45
题目6785：  71 × 95
题目6786：  13 + 74
题目6787：  65/87 × 13
题目6788：  15 + 42
题目6789：  56/65 + 33
题目6790：  34/71 + 62
题目6791：  25 ÷ 25
题目6792：  12 - 68/79
题目6793：  67 ÷ 1/14
题目6794：  64 ÷ 1/11
题目6795：  3/68 + 18/19
题目6796：  17/28 - 35
题目6797：  6 ÷ 2/7
题目6798：  19/62 + 100/101
题目6799：  20/41 + 19/33
题目6800：  7/24 + 11
题目6801：  72/95 - 11/18
题目6802：  1/11 - 46/55
题目6803：  5/18 × 55
题目6804：  27/50 + 87/97
题目6805：  24 ÷ 3/5
题目6806：  72 ÷ 12/13
题目6807：  5/39 - 22
题目6808：  39/50 - 71
题目6809：  4/9 + 54
题目6810：  23/32 × 9/11
题目6811：  2/57 + 37
题目6812：  40/43 × 37
题目6813：  65 ÷ 1/2
题目6814：  70 ÷ 7/45
题目6815：  1/84 - 91
题目6816：  23 - 7/10
题目6817：  29/77 × 45
题目6818：  9/10 + 97
题目6819：  69 ÷ 23/31
题目6820：  25/62 + 21/29
题目6821：  67/90 + 20
题目6822：  60 ÷ 1/20
题目6823：  5/32 - 65
题目6824：  64 - 49/72
题目6825：  77 - 8/11
题目6826：  3 ÷ 3/37
题目6827：  55 ÷ 11/39
题目6828：  23/39 - 79
题目6829：  15/97 × 92/97
题目6830：  58/59 × 61
题目6831：  4/21 × 87
题目6832：  13/15 + 94
题目6833：  58/69 × 2
题目6834：  14 - 14
题目6835：  46/49 - 31/38
题目6836：  5/32 × 37
题目6837：  36 - 1/13
题目6838：  57/68 - 98
题目6839：  84 ÷ 1/66
题目6840：  9/13 + 91
题目6841：  5/9 + 71
题目6842：  70/79 × 99/101
题目6843：  19/25 × 62/71
题目6844：  21 ÷ 3/5
题目6845：  25 + 99
题目6846：  10 - 2
题目6847：  3/4 + 77/78
题目6848：  74/95 - 79
题目6849：  63/71 - 5/9
题目6850：  1/3 + 29/63
题目6851：  53/59 × 59
题目6852：  17 + 97
题目6853：  64 ÷ 2
题目6854：  17/19 × 81
题目6855：  10/19 × 61/84
题目6856：  97 ÷ 1/100
题目6857：  46/63 + 39/53
题目6858：  89 ÷ 89/98
题目6859：  57 - 5/23
题目6860：  97 ÷ 97
题目6861：  57 ÷ 57/98
题目6862：  56 ÷ 14/15
题目6863：  1 + 2
题目6864：  19/22 × 40
题目6865：  68/89 + 49/60
题目6866：  71 - 45/64
题目6867：  22/45 + 58
题目6868：  86/93 - 37/93
题目6869：  5/6 × 86/87
题目6870：  75 ÷ 5/13
题目6871：  45/92 × 13
题目6872：  2/3 + 86/97
题目6873：  6 - 74
题目6874：  47 × 79
题目6875：  1/12 - 81
题目6876：  29/75 × 45
题目6877：  15 + 54
题目6878：  36/49 - 35
题目6879：  23/93 × 92/101
题目6880：  78 - 77/86
题目6881：  72 × 82
题目6882：  4/15 + 57/73
题目6883：  24 - 37
题目6884：  51/55 × 30
题目6885：  14 ÷ 2/31
题目6886：  6/7 + 39
题目6887：  2 × 71
题目6888：  93/94 + 58
题目6889：  51 × 77
题目6890：  97 - 92/101
题目6891：  91/93 - 16
题目6892：  85 ÷ 1/7
题目6893：  57/100 × 93
题目6894：  86/101 - 90
题目6895：  7/25 + 47
题目6896：  54/85 × 58
题目6897：  17/84 × 1/3
题目6898：  69/97 + 23/31
题目6899：  50/87 + 44
题目6900：  25/47 + 62/77
题目6901：  17/36 + 15
题目6902：  41/76 - 97/99
题目6903：  47/79 × 99/101
题目6904：  18 × 73
题目6905：  77 ÷ 7/30
题目6906：  36 - 58
题目6907：  39 × 64
题目6908：  63 - 39/44
题目6909：  48 - 59
题目6910：  39/43 - 69
题目6911：  21 ÷ 1/6
题目6912：  65 ÷ 1/8
题目6913：  23/31 × 7
题目6914：  59/99 - 42
题目6915：  24 ÷ 3/68
题目6916：  82 - 87
题目6917：  90 - 76
题目6918：  52 - 64/93
题目6919：  7/16 + 73/89
题目6920：  28 ÷ 4/13
题目6921：  7/22 - 51/61
题目6922：  32/35 + 5
题目6923：  5/28 × 62/87
题目6924：  5/97 × 72
题目6925：  65 ÷ 5/57
题目6926：  96 - 46/49
题目6927：  19/46 - 36
题目6928：  54 ÷ 9/64
题目6929：  20/23 × 22/25
题目6930：  20/53 × 79/80
题目6931：  20/27 × 40
题目6932：  51/64 × 29
题目6933：  19/22 - 41
题目6934：  43 - 28
题目6935：  31 ÷ 1/2
题目6936：  60 ÷ 4/53
题目6937：  84 ÷ 28/29
题目6938：  32 + 98
题目6939：  78/89 + 76
题目6940：  1/68 × 1/3
题目6941：  21/85 + 32/33
题目6942：  53 + 57
题目6943：  59/71 - 37
题目6944：  31 + 50
题目6945：  71 + 99
题目6946：  5/52 × 46
题目6947：  75 - 16/19
题目6948：  9/10 + 14
题目6949：  19/31 - 86/91
题目6950：  78/85 + 82/87
题目6951：  30 - 80/87
题目6952：  62 - 97
题目6953：  37/43 - 22
题目6954：  30 - 23/49
题目6955：  53/54 - 63/64
题目6956：  47 ÷ 1/3
题目6957：  48/61 - 65
题目6958：  8/23 × 89/99
题目6959：  75/101 × 89/92
题目6960：  77/96 × 39
题目6961：  33/52 - 76
题目6962：  93/97 × 91/92
题目6963：  12 ÷ 3/4
题目6964：  28 + 43
题目6965：  66 - 56/57
题目6966：  47/95 - 48
题目6967：  80/93 - 78/95
题目6968：  47/48 + 14
题目6969：  39/67 + 54
题目6970：  20/31 × 38
题目6971：  28/37 - 72
题目6972：  54 - 87/91
题目6973：  69 ÷ 23/25
题目6974：  15/44 × 75/98
题目6975：  96 ÷ 12/49
题目6976：  59/92 × 29
题目6977：  23 - 26
题目6978：  13/72 × 78/89
题目6979：  26/49 - 74
题目6980：  5/14 × 16/33
题目6981：  36/37 - 20/31
题目6982：  8 ÷ 1/16
题目6983：  57/97 × 60
题目6984：  94 - 87
题目6985：  65/81 × 40
题目6986：  50/99 + 12/23
题目6987：  83/91 - 27/28
题目6988：  11 + 73
题目6989：  53 - 77/100
题目6990：  49/50 - 82/101
题目6991：  17/22 - 75/92
题目6992：  5/7 - 98/99
题目6993：  100 ÷ 5/7
题目6994：  71/81 + 5
题目6995：  24 + 95
题目6996：  72 ÷ 3
题目6997：  8/69 × 16
题目6998：  2/29 + 58/95
题目6999：  6 - 92
题目7000：  16/77 + 80
题目7001：  56 ÷ 1/87
题目7002：  71 - 44
题目7003：  47/61 - 3
题目7004：  36 ÷ 2/3
题目7005：  11/81 × 18/61
题目7006：  9/14 + 97
题目7007：  24 ÷ 6
题目7008：  52/57 × 30
题目7009：  1/12 × 28
题目7010：  87 ÷ 1/23
题目7011：  24/31 + 69/83
题目7012：  22 + 32
题目7013：  29/78 × 84
题目7014：  92 + 93
题目7015：  51 ÷ 3
题目7016：  30/43 + 100
题目7017：  96/101 - 33
题目7018：  88 ÷ 1/35
题目7019：  44 ÷ 22/23
题目7020：  17/25 - 11/19
题目7021：  65 - 81/95
题目7022：  10/31 × 17/20
题目7023：  48 - 41
题目7024：  81 ÷ 3/4
题目7025：  11/87 - 26
题目7026：  7/17 + 8/17
题目7027：  59 × 95
题目7028：  55 - 43/45
题目7029：  40 × 82
题目7030：  70 ÷ 7/17
题目7031：  6 ÷ 2
题目7032：  37/95 × 72/77
题目7033：  8/9 + 33
题目7034：  41/45 + 32/33
题目7035：  1 × 16
题目7036：  30/73 × 37/87
题目7037：  19/22 - 23/54
题目7038：  23 × 73
题目7039：  93 - 58
题目7040：  39/50 × 35
题目7041：  64/73 × 43/46
题目7042：  32 - 99/101
题目7043：  99 ÷ 9/16
题目7044：  10/19 - 10/13
题目7045：  1/12 - 1/37
题目7046：  9/11 - 74/83
题目7047：  44/49 - 15/88
题目7048：  22/23 + 47/48
题目7049：  88 ÷ 2/3
题目7050：  2/7 - 17/84
题目7051：  17/21 + 67
题目7052：  9 × 100
题目7053：  49 × 55
题目7054：  73/86 - 46/85
题目7055：  38/83 × 65
题目7056：  76 - 93
题目7057：  24 × 35
题目7058：  99/100 × 77
题目7059：  5/16 × 89
题目7060：  38 - 27/67
题目7061：  70/101 × 21
题目7062：  26 ÷ 2
题目7063：  38 - 91
题目7064：  13/31 × 12
题目7065：  99/100 × 9
题目7066：  54 ÷ 2/19
题目7067：  72 ÷ 1/14
题目7068：  3/13 - 86/99
题目7069：  61/85 × 93
题目7070：  29 × 56
题目7071：  4 - 17/18
题目7072：  13/50 - 79/94
题目7073：  8 × 75
题目7074：  3/56 + 95
题目7075：  31/48 × 67/84
题目7076：  23/49 × 56
题目7077：  29 ÷ 29
题目7078：  17/40 + 99
题目7079：  76 ÷ 4/31
题目7080：  97/99 - 19/23
题目7081：  84/101 - 16/83
题目7082：  40/91 - 44/71
题目7083：  23/31 + 68
题目7084：  41/45 × 61
题目7085：  2/61 × 77/101
题目7086：  21 × 75
题目7087：  64 ÷ 32/33
题目7088：  82 ÷ 41/100
题目7089：  47 - 14
题目7090：  11/41 × 39/50
题目7091：  78 - 27
题目7092：  83 ÷ 1/11
题目7093：  97/100 + 36
题目7094：  100 ÷ 5/86
题目7095：  70 ÷ 14
题目7096：  44 ÷ 4/13
题目7097：  34/45 - 89/93
题目7098：  27 + 66
题目7099：  42 ÷ 6/7
题目7100：  8/89 × 74/87
题目7101：  15/16 - 91/101
题目7102：  76 ÷ 19/26
题目7103：  57 - 25/72
题目7104：  50 - 43
题目7105：  84 ÷ 2/9
题目7106：  57/67 × 9
题目7107：  20 + 62
题目7108：  5/83 × 72
题目7109：  5/14 + 98
题目7110：  1/15 × 40
题目7111：  13 - 36
题目7112：  42/95 + 40/73
